Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Revenue,Cost of Revenue,Operating Income (Loss),Operating Expenses,Depreciation & Amortization,EBITDA,country_code,primary_ticker,account_number,organization,survey_year,response_received_date,country,region,authority_types,activities,sectors,industries,primary_activity,primary_sector,primary_industry,primary_questionnaire_sector
GTXI,12/31/19,USD,2019,FY,2425000,-18088000,-33108000,-17445000,,-33108000,,,,,,,,,,,,,,,,
GWGH,12/31/17,USD,2017,FY,64133918,,-22729594,-86863512,,-22729594,,,,,,,,,,,,,,,,
GWGH,12/31/18,USD,2018,FY,-390291,,-119468920,-119078629,,-119468920,,,,,,,,,,,,,,,,
GWGH,12/31/19,USD,2019,FY,92276000,,-79597000,-171873000,,-79597000,,,,,,,,,,,,,,,,
GWPH,12/31/19,USD,2019,FY,311332000,-27199000,-118425000,-402558000,9240000,-109185000,,,,,,,,,,,,,,,,
GWR,12/31/17,USD,2017,FY,2208044000,-1589702000,420397000,-197945000,250457000,670854000,,,,,,,,,,,,,,,,
GWR,12/31/18,USD,2018,FY,2348550000,-1705113000,444957000,-198480000,263216000,708173000,,,,,,,,,,,,,,,,
GWRE,7/31/17,USD,2017,FY,514284000,-191559000,26612000,-296113000,18725000,45337000,,,,,,,,,,,,,,,,
GWRE,7/31/18,USD,2018,FY,661067000,-296707000,-7330000,-371690000,35611000,28281000,,,,,,,,,,,,,,,,
GWRE,7/31/19,USD,2019,FY,719514000,-324350000,1471000,-393693000,39953000,41424000,,,,,,,,,,,,,,,,
GWRE,7/31/20,USD,2020,FY,742307000,-338015000,-23886000,-428178000,42641000,18755000,,,,,,,,,,,,,,,,
GWRS,12/31/17,USD,2017,FY,31208000,,7344000,-23864000,6908000,14252000,,,,,,,,,,,,,,,,
GWRS,12/31/18,USD,2018,FY,35515000,,9269000,-26246000,7469000,16738000,,,,,,,,,,,,,,,,
GWRS,12/31/19,USD,2019,FY,35471000,,6961000,-28510000,8353000,15314000,,,,,,,,,,,,,,,,
GWW,12/31/17,USD,2017,FY,10424858000,-6327301000,1048662000,-3048895000,264064000,1312726000,,,,,,,,,,,,,,,,
GWW,12/31/18,USD,2018,FY,11221000000,-6873000000,1158000000,-3190000000,257000000,1415000000,US,GWW US,22861,"W.W. Grainger, Inc.",2018,2018-08-29T00:00:00Z,United States of America,," Investor, Supply Chain"," Consumer goods wholesale & rental, Dealers, wholesalers & distributors, Industrial machinery distribution"," Trading, wholesale, distribution, rental & leasing", Retail,"Dealers, wholesalers & distributors","Trading, wholesale, distribution, rental & leasing",Retail,General
GWW,12/31/19,USD,2019,FY,11486000000,-7089000000,1262000000,-3135000000,229000000,1491000000,US,GWW US,22861,"W.W. Grainger, Inc.",2019,2019-07-31T22:00:59Z,United States of America,," Investor, Supply Chain"," Consumer goods wholesale & rental, Dealers, wholesalers & distributors, Industrial machinery distribution"," Trading, wholesale, distribution, rental & leasing", Retail,Industrial machinery distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General
GXP,12/31/17,USD,2017,FY,2708200000,-714300000,635400000,-1358500000,371100000,1006500000,,,,,,,,,,,,,,,,
H,12/31/17,USD,2017,FY,4685000000,-3638000000,302000000,-745000000,366000000,668000000,,,,,,,,,,,,,,,,
H,12/31/18,USD,2018,FY,4454000000,-3475000000,332000000,-647000000,327000000,659000000,US,H US,33275,Hyatt Hotels,2018,2018-08-28T00:00:00Z,United States of America,," Investor, Supply Chain", Hotels & lodging," Bars, hotels & restaurants", Hospitality,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,General
H,12/31/19,USD,2019,FY,5020000000,-4077000000,197000000,-746000000,329000000,526000000,CN,H CN,58642,Hydro One Limited,2019,2019-09-30T15:53:11Z,Canada,, Investor, Electricity networks, Energy utility networks, Infrastructure,Electricity networks,Energy utility networks,Infrastructure,Electric utilities
HABT,12/31/17,USD,2017,FY,331698000,-212468000,8052000,-111178000,18761000,26813000,,,,,,,,,,,,,,,,
HABT,12/31/18,USD,2018,FY,402147000,-254566000,8465000,-139116000,24490000,32955000,,,,,,,,,,,,,,,,
HABT,12/31/19,USD,2019,FY,466059000,-294388000,7227000,-164444000,27863000,35090000,,,,,,,,,,,,,,,,
HAL,12/31/17,USD,2017,FY,20620000000,-18355000000,2009000000,-256000000,1556000000,3565000000,,,,,,,,,,,,,,,,
HAL,12/31/18,USD,2018,FY,23995000000,-21009000000,2732000000,-254000000,1606000000,4338000000,US,HAL US,8027,Halliburton Company,2018,2018-08-14T00:00:00Z,United States of America,, Investor, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General
HAL,12/31/19,USD,2019,FY,22408000000,-20123000000,2058000000,-227000000,1625000000,3683000000,US,HAL US,8027,Halliburton Company,2019,2019-07-31T23:30:11Z,United States of America,, Investor, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General
HALO,12/31/17,USD,2017,FY,316613000,-31152000,81002000,-204459000,2161000,83163000,,,,,,,,,,,,,,,,
HALO,12/31/18,USD,2018,FY,151862000,-10136000,-69330000,-211056000,2388000,-66942000,,,,,,,,,,,,,,,,
HALO,12/31/19,USD,2019,FY,195992000,-45546000,-67610000,-218056000,4068000,-63542000,,,,,,,,,,,,,,,,
HAS,12/31/17,USD,2017,FY,5209782000,-2033693000,810359000,-2365730000,171836000,982195000,,,,,,,,,,,,,,,,
HAS,12/31/18,USD,2018,FY,4579646000,-1850678000,331052000,-2397916000,167958000,499010000,US,HAS US,8126,"Hasbro, Inc.",2018,2018-08-13T00:00:00Z,United States of America,," Investor, Supply Chain"," Dealers, wholesalers & distributors, Toys & games"," Leisure & home manufacturing, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Retail",Toys & games,Leisure & home manufacturing,Manufacturing,General
HAS,12/31/19,USD,2019,FY,4720227000,-1807849000,652050000,-2260328000,180787000,832837000,US,HAS US,8126,"Hasbro, Inc.",2019,2019-07-31T15:08:40Z,United States of America,," Investor, Supply Chain"," Dealers, wholesalers & distributors, Toys & games"," Leisure & home manufacturing, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Retail",Toys & games,Leisure & home manufacturing,Manufacturing,General
HAYN,9/30/17,USD,2017,FY,395209000,-365499000,-16538000,-46248000,22097000,5559000,,,,,,,,,,,,,,,,
HAYN,9/30/18,USD,2018,FY,435326000,-387648000,-3218000,-50896000,23154000,19936000,,,,,,,,,,,,,,,,
HAYN,9/30/19,USD,2019,FY,490215000,-424712000,17716000,-47787000,19126000,36842000,,,,,,,,,,,,,,,,
HAYN,9/30/20,USD,2020,FY,380530000,-335898000,612000,-44020000,19650000,20262000,,,,,,,,,,,,,,,,
HBI,12/31/17,USD,2017,FY,6471410000,-3980859000,723068000,-1767483000,122487000,845555000,,,,,,,,,,,,,,,,
HBI,12/31/18,USD,2018,FY,6803955000,-4147436000,867951000,-1788568000,131796000,999747000,US,HBI US,30108,Hanesbrands Inc.,2018,2018-08-24T00:00:00Z,United States of America,," Investor, Supply Chain"," Apparel & footwear, Apparel & footwear design, Apparel stores, Clothing manufacture"," Apparel design, Discretionary retail, Textiles & fabric goods"," Apparel, Retail",Clothing manufacture,Textiles & fabric goods,Apparel,General
HBI,12/31/19,USD,2019,FY,6966923000,-4247593000,889730000,-1829600000,106099000,995829000,US,HBI US,30108,Hanesbrands Inc.,2019,2019-07-31T21:57:10Z,United States of America,," Investor, Supply Chain"," Apparel & footwear, Apparel & footwear design, Apparel stores, Clothing manufacture"," Apparel design, Discretionary retail, Textiles & fabric goods"," Apparel, Retail",Apparel & footwear,Textiles & fabric goods,Apparel,General
HCA,12/31/17,USD,2017,FY,43614000000,-7316000000,6057000000,-30241000000,2131000000,8188000000,,,,,,,,,,,,,,,,
HCA,12/31/18,USD,2018,FY,46677000000,-7724000000,6642000000,-32311000000,2278000000,8920000000,,,,,,,,,,,,,,,,
HCA,12/31/19,USD,2019,FY,51336000000,-8481000000,7218000000,-35637000000,2596000000,9814000000,,,,,,,,,,,,,,,,
HCCI,12/31/17,USD,2017,FY,365957000,-276102000,35427000,-54428000,17967000,53394000,,,,,,,,,,,,,,,,
HCCI,12/31/18,USD,2018,FY,410183000,-323165000,21541000,-65477000,16157000,37698000,,,,,,,,,,,,,,,,
HCCI,12/31/19,USD,2019,FY,444427000,-349603000,12861000,-81963000,18249000,31110000,,,,,,,,,,,,,,,,
HCHC,12/31/17,USD,2017,FY,1634100000,-1313100000,-1100000,-322100000,36600000,35500000,,,,,,,,,,,,,,,,
HCHC,12/31/18,USD,2018,FY,1976700000,-1585200000,-55800000,-447300000,38700000,-17100000,,,,,,,,,,,,,,,,
HCHC,12/31/19,USD,2019,FY,1984100000,-1424900000,84100000,-475100000,41100000,125200000,,,,,,,,,,,,,,,,
HCOM,12/31/17,USD,2017,FY,368419000,-163101000,2001000,-203317000,88424000,90425000,,,,,,,,,,,,,,,,
HCP,12/31/17,USD,2017,FY,1848378000,-666251000,558629000,-623498000,534726000,1093355000,,,,,,,,,,,,,,,,
HCP,12/31/18,USD,2018,FY,1846689000,-705038000,495450000,-646201000,549499000,1044949000,US,HCP US,23217,"Healthpeak Properties, Inc.",2018,2018-08-15T00:00:00Z,United States of America,, Investor, REIT, Financial services, Services,REIT,Financial services,Services,General
HCP,12/31/19,USD,2019,FY,1997383000,-879370000,365058000,-752955000,659989000,1025047000,US,HCP US,23217,"Healthpeak Properties, Inc.",2019,2019-07-31T21:17:44Z,United States of America,, Investor, REIT, Financial services, Services,REIT,Financial services,Services,General
HCSG,12/31/17,USD,2017,FY,1866131000,-1612510000,126889000,-126732000,8886000,135775000,,,,,,,,,,,,,,,,
HCSG,12/31/18,USD,2018,FY,2008821000,-1771981000,100237000,-136603000,9272000,109509000,,,,,,,,,,,,,,,,
HCSG,12/31/19,USD,2019,FY,1840778000,-1612877000,77879000,-150022000,13940000,91819000,,,,,,,,,,,,,,,,
HD,2/28/18,USD,2017,FY,1.00904E+11,-66548000000,14681000000,-19675000000,2062000000,16743000000,,,,,,,,,,,,,,,,
HD,2/28/19,USD,2018,FY,1.08203E+11,-71043000000,15777000000,-21383000000,2152000000,17929000000,US,HD US,8526,"The Home Depot, Inc.",2018,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain", Specialist retail, Discretionary retail, Retail,Specialist retail,Discretionary retail,Retail,General
HD,2/29/20,USD,2019,FY,1.10225E+11,-72653000000,15843000000,-21729000000,2296000000,18139000000,US,HD US,8526,"The Home Depot, Inc.",2019,2019-07-31T23:59:31Z,United States of America,, Investor, Specialist retail, Discretionary retail, Retail,Specialist retail,Discretionary retail,Retail,General
HDP,12/31/17,USD,2017,FY,261810000,-81095000,-198849000,-379564000,9665000,-189184000,,,,,,,,,,,,,,,,
HDS,2/28/18,USD,2017,FY,5121000000,-3088000000,608000000,-1425000000,97000000,705000000,,,,,,,,,,,,,,,,
HDS,2/28/19,USD,2018,FY,6047000000,-3672000000,724000000,-1651000000,106000000,830000000,,,,,,,,,,,,,,,,
HDS,2/29/20,USD,2019,FY,6146000000,-3743000000,723000000,-1680000000,113000000,836000000,,,,,,,,,,,,,,,,
HDSN,12/31/17,USD,2017,FY,140380000,-102396000,15132000,-22852000,3379000,18511000,,,,,,,,,,,,,,,,
HDSN,12/31/18,USD,2018,FY,166525000,-173890000,-42608000,-35243000,7131000,-35477000,,,,,,,,,,,,,,,,
HDSN,12/31/19,USD,2019,FY,162059000,-144894000,-15784000,-32949000,7117000,-8667000,,,,,,,,,,,,,,,,
HEAR,12/31/17,USD,2017,FY,149135000,-98132000,5331000,-45672000,4422000,9753000,,,,,,,,,,,,,,,,
HEAR,12/31/18,USD,2018,FY,287437000,-178738000,54041000,-54658000,4257000,58298000,,,,,,,,,,,,,,,,
HEAR,12/31/19,USD,2019,FY,234663000,-155950000,10427000,-68286000,5198000,15625000,,,,,,,,,,,,,,,,
HEI,10/31/17,USD,2017,FY,1524813000,-950088000,306658000,-268067000,64823000,371481000,,,,,,,,,,,,,,,,
HEI,10/31/18,USD,2018,FY,1777721000,-1087006000,376245000,-314470000,77191000,453436000,,,,,,,,,,,,,,,,
HEI,10/31/19,USD,2019,FY,2055647000,-1241807000,457097000,-356743000,83497000,540594000,,,,,,,,,,,,,,,,
HELE,2/28/18,USD,2017,FY,1489747000,-867646000,186366000,-435735000,33730000,220096000,,,,,,,,,,,,,,,,
HELE,2/28/19,USD,2018,FY,1564151000,-923045000,202965000,-438141000,29927000,232892000,,,,,,,,,,,,,,,,
HELE,2/29/20,USD,2019,FY,1707432000,-972966000,222564000,-511902000,37409000,259973000,,,,,,,,,,,,,,,,
HES,12/31/17,USD,2017,FY,5466000000,-1267000000,-1189000000,-5388000000,2883000000,1694000000,,,,,,,,,,,,,,,,
HES,12/31/18,USD,2018,FY,6323000000,,529000000,-5794000000,1883000000,2412000000,US,HES US,8274,Hess Corporation,2018,2018-08-13T00:00:00Z,United States of America,," Investor, Supply Chain"," Natural gas extraction, Oil & gas extraction", Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas
HES,12/31/19,USD,2019,FY,6495000000,,586000000,-5909000000,2122000000,2708000000,US,HES US,8274,Hess Corporation,2019,2019-07-24T14:15:49Z,United States of America,," Investor, Supply Chain"," Natural gas extraction, Oil & gas extraction", Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas
HFC,12/31/17,USD,2017,FY,14251299000,-11359114000,923140000,-1969045000,409937000,1333077000,,,,,,,,,,,,,,,,
HGEN,12/31/17,USD,2017,FY,,,-19031000,-19031000,48000,-18983000,,,,,,,,,,,,,,,,
HGEN,12/31/18,USD,2018,FY,,,-11331000,-11331000,19000,-11312000,,,,,,,,,,,,,,,,
HGEN,12/31/19,USD,2019,FY,,,-8944000,-8944000,0,-8944000,,,,,,,,,,,,,,,,
HGR,12/31/17,USD,2017,FY,1040769000,-690313000,71288000,-279168000,39259000,110547000,,,,,,,,,,,,,,,,
HGR,12/31/18,USD,2018,FY,1048760000,-702809000,76042000,-269909000,36455000,112497000,,,,,,,,,,,,,,,,
HGR,12/31/19,USD,2019,FY,1098046000,-730687000,78426000,-288933000,35925000,114351000,,,,,,,,,,,,,,,,
HI,9/30/17,USD,2017,FY,1590200000,-998900000,217700000,-373600000,56600000,274300000,,,,,,,,,,,,,,,,
HI,9/30/18,USD,2018,FY,1770100000,-1127200000,233800000,-409100000,56500000,290300000,,,,,,,,,,,,,,,,
HI,9/30/19,USD,2019,FY,1807300000,-1184300000,210800000,-412200000,58500000,269300000,,,,,,,,,,,,,,,,
HI,9/30/20,USD,2020,FY,2517000000,-1703700000,203200000,-610100000,130600000,333800000,,,,,,,,,,,,,,,,
HIBB,1/31/18,USD,2017,FY,972960000,-634364000,96764000,-241832000,19047000,115811000,,,,,,,,,,,,,,,,
HIBB,1/31/19,USD,2018,FY,1008682000,-679947000,37541000,-291194000,27052000,64593000,,,,,,,,,,,,,,,,
HIBB,1/31/20,USD,2019,FY,1184234000,-800783000,36117000,-347334000,29323000,65440000,,,,,,,,,,,,,,,,
HII,12/31/17,USD,2017,FY,7441000000,-5813000000,869000000,-759000000,205000000,1074000000,,,,,,,,,,,,,,,,
HII,12/31/18,USD,2018,FY,8176000000,-6385000000,920000000,-871000000,203000000,1123000000,,,,,,,,,,,,,,,,
HII,12/31/19,USD,2019,FY,8899000000,-7368000000,740000000,-791000000,227000000,967000000,,,,,,,,,,,,,,,,
HIL,12/31/17,USD,2017,FY,483736000,-336883000,-4333000,-151186000,6523000,2190000,,,,,,,,,,,,,,,,
HIL,12/31/18,USD,2018,FY,428679000,-297988000,-17347000,-148038000,5430000,-11917000,,,,,,,,,,,,,,,,
HIL,12/31/19,USD,2019,FY,376437000,-249587000,15726000,-111124000,3824000,19550000,,,,,,,,,,,,,,,,
HLF,12/31/17,USD,2017,FY,4427700000,-848600000,566300000,-3012800000,99800000,666100000,,,,,,,,,,,,,,,,
HLF,12/31/18,USD,2018,FY,4891800000,-919300000,653300000,-3319200000,100400000,753700000,,,,,,,,,,,,,,,,
HLF,12/31/19,USD,2019,FY,4877100000,-958000000,530600000,-3388500000,97700000,628300000,,,,,,,,,,,,,,,,
HLI,3/31/18,USD,2017,FY,963364000,,214446000,-748918000,7905000,222351000,,,,,,,,,,,,,,,,
HLI,3/31/19,USD,2018,FY,1084385000,,219527000,-864858000,14475000,234002000,,,,,,,,,,,,,,,,
HLI,3/31/20,USD,2019,FY,1159368000,,229601000,-929767000,17291000,246892000,,,,,,,,,,,,,,,,
HLS,12/31/17,USD,2017,FY,3913900000,-2686200000,649400000,-578300000,183800000,833200000,,,,,,,,,,,,,,,,
HLS,12/31/18,USD,2018,FY,4277300000,-2939100000,681600000,-656600000,199700000,881300000,,,,,,,,,,,,,,,,
HLS,12/31/19,USD,2019,FY,4605000000,-3196600000,692500000,-715900000,218700000,911200000,,,,,,,,,,,,,,,,
HLT,12/31/17,USD,2017,FY,8131000000,-1269000000,1188000000,-5674000000,336000000,1524000000,,,,,,,,,,,,,,,,
HLT,12/31/18,USD,2018,FY,8906000000,-1332000000,1483000000,-6091000000,325000000,1808000000,US,HLT US,8348,"Hilton Worldwide, Inc.",2018,2018-08-15T00:00:00Z,United States of America,," Investor, Supply Chain", Hotels & lodging," Bars, hotels & restaurants", Hospitality,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,General
HLT,12/31/19,USD,2019,FY,9452000000,-1254000000,1648000000,-6550000000,346000000,1994000000,US,HLT US,8348,"Hilton Worldwide, Inc.",2019,2019-07-31T20:32:14Z,United States of America,," Investor, Supply Chain", Hotels & lodging," Bars, hotels & restaurants", Hospitality,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,General
HMHC,12/31/17,USD,2017,FY,1407511000,-790078000,-68175000,-685608000,278518000,210343000,,,,,,,,,,,,,,,,
HMHC,12/31/18,USD,2018,FY,1322417000,-725437000,-79248000,-676228000,250466000,171218000,,,,,,,,,,,,,,,,
HMHC,12/31/19,USD,2019,FY,1390674000,-844180000,-141422000,-687916000,272692000,131270000,,,,,,,,,,,,,,,,
HMTV,12/31/17,USD,2017,FY,124464000,-39965000,25333000,-59166000,16228000,41561000,,,,,,,,,,,,,,,,
HMTV,12/31/18,USD,2018,FY,147079000,-42174000,42852000,-62053000,16081000,58933000,,,,,,,,,,,,,,,,
HMTV,12/31/19,USD,2019,FY,149387000,-43138000,47504000,-58745000,12533000,60037000,,,,,,,,,,,,,,,,
HNI,12/31/17,USD,2017,FY,2175882000,-1391894000,112157000,-671831000,72872000,185029000,,,,,,,,,,,,,,,,
HNI,12/31/18,USD,2018,FY,2257895000,-1422857000,143898000,-691140000,74788000,218686000,US,HNI US,35778,HNI Corporation,2018,2018-08-13T00:00:00Z,United States of America,, Investor, Furniture, Leisure & home manufacturing, Manufacturing,Furniture,Leisure & home manufacturing,Manufacturing,General
HNI,12/31/19,USD,2019,FY,2246947000,-1413185000,153713000,-680049000,77427000,231140000,US,HNI US,35778,HNI Corporation,2019,2019-07-29T17:31:48Z,United States of America,, Investor, Furniture, Leisure & home manufacturing, Manufacturing,Furniture,Leisure & home manufacturing,Manufacturing,General
HNNA,9/30/17,USD,2017,FY,52955000,,46433000,-6522000,219000,46652000,,,,,,,,,,,,,,,,
HNNA,9/30/18,USD,2018,FY,54590000,,47971000,-6619000,231000,48202000,,,,,,,,,,,,,,,,
HNNA,9/30/19,USD,2019,FY,42715000,,36182000,-6533000,225000,36407000,,,,,,,,,,,,,,,,
HNRG,12/31/17,USD,2017,FY,271633000,-190150000,26295000,-55188000,38495000,64790000,,,,,,,,,,,,,,,,
HNRG,12/31/18,USD,2018,FY,293557000,-215363000,19834000,-58360000,44167000,64001000,,,,,,,,,,,,,,,,
HNRG,12/31/19,USD,2019,FY,323462000,-247866000,11679000,-63917000,48572000,60251000,,,,,,,,,,,,,,,,
HOFT,1/31/18,USD,2017,FY,620632000,-485815000,45454000,-89363000,6647000,52101000,,,,,,,,,,,,,,,,
HOFT,1/31/19,USD,2018,FY,683501000,-536514000,52675000,-94312000,7442000,60117000,,,,,,,,,,,,,,,,
HOFT,1/31/20,USD,2019,FY,610824000,-496866000,22707000,-91251000,7100000,29807000,,,,,,,,,,,,,,,,
HOG,12/31/17,USD,2017,FY,5647224000,-3441876000,1023707000,-1181641000,222188000,1245895000,,,,,,,,,,,,,,,,
HOG,12/31/18,USD,2018,FY,5716875000,-3544983000,913794000,-1258098000,,913794000,,,,,,,,,,,,,,,,
HOG,12/31/19,USD,2019,FY,5361789000,-3440236000,722497000,-1199056000,,722497000,,,,,,,,,,,,,,,,
HOLX,9/30/17,USD,2017,FY,3058800000,-1437800000,483800000,-1137200000,449200000,933000000,,,,,,,,,,,,,,,,
HOLX,9/30/18,USD,2018,FY,3217900000,-1261100000,508000000,-1448800000,480300000,988300000,US,HOLX US,40310,"Hologic, Inc.",2018,2018-08-24T00:00:00Z,United States of America,, Investor," Health care supplies, Medical equipment", Medical equipment & supplies," Biotech, health care & pharma",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General
HOLX,9/30/19,USD,2019,FY,3367300000,-2196400000,-10500000,-1181400000,463100000,452600000,US,HOLX US,40310,"Hologic, Inc.",2019,2019-07-30T17:20:43Z,United States of America,, Investor," Health care supplies, Medical equipment", Medical equipment & supplies," Biotech, health care & pharma",Medical equipment,Medical equipment & supplies,"Biotech, health care & pharma",General
HOME,1/31/18,USD,2017,FY,950528000,-643570000,87361000,-219597000,48777000,136138000,,,,,,,,,,,,,,,,
HOME,1/31/19,USD,2018,FY,1165899000,-780048000,76035000,-309816000,56529000,132564000,,,,,,,,,,,,,,,,
HOME,1/31/20,USD,2019,FY,1365035000,-977083000,-177204000,-565156000,69418000,-107786000,,,,,,,,,,,,,,,,
HON,12/31/17,USD,2017,FY,40534000000,-27575000000,7151000000,-5808000000,1115000000,8266000000,,,,,,,,,,,,,,,,
HON,12/31/18,USD,2018,FY,41802000000,-29046000000,6705000000,-6051000000,1116000000,7821000000,US,HON US,8553,Honeywell International Inc.,2018,2018-08-29T00:00:00Z,United States of America,," Investor, Supply Chain"," Dealers, wholesalers & distributors, Electrical equipment, Engines & motors, Other vehicle equipment & systems, Specialty chemicals"," Chemicals, Electrical & electronic equipment, Powered machinery, Trading, wholesale, distribution, rental & leasing"," Manufacturing, Materials, Retail",Electrical equipment,Electrical & electronic equipment,Manufacturing,General
